source,target,relation
65,9,"r_cert"
66,9,"r_cert"
67,9,"r_cert"
68,9,"r_cert"
69,1,"r_dns_a"
69,3,"r_dns_a"
69,5,"r_dns_a"
69,7,"r_dns_cname"
69,9,"r_cert"
69,141,"r_subdomain"
70,1,"r_dns_a"
70,3,"r_dns_a"
70,5,"r_dns_a"
70,7,"r_dns_cname"
70,9,"r_cert"
70,142,"r_request_jump"
71,9,"r_cert"
72,1,"r_dns_a"
72,3,"r_dns_a"
72,5,"r_dns_a"
72,7,"r_dns_cname"
72,9,"r_cert"
72,142,"r_request_jump"
73,1,"r_dns_a"
73,3,"r_dns_a"
73,5,"r_dns_a"
73,7,"r_dns_cname"
73,9,"r_cert"
73,142,"r_request_jump"
74,1,"r_dns_a"
74,3,"r_dns_a"
74,5,"r_dns_a"
74,7,"r_dns_cname"
74,9,"r_cert"
74,142,"r_request_jump"
75,9,"r_cert"
76,1,"r_dns_a"
76,3,"r_dns_a"
76,5,"r_dns_a"
76,7,"r_dns_cname"
76,8,"r_cert"
76,142,"r_request_jump"
77,7,"r_dns_cname"
77,8,"r_cert"
78,7,"r_dns_cname"
78,8,"r_cert"
80,1,"r_dns_a"
80,3,"r_dns_a"
80,5,"r_dns_a"
80,7,"r_dns_cname"
80,8,"r_cert"
80,142,"r_request_jump"
81,1,"r_dns_a"
81,3,"r_dns_a"
81,5,"r_dns_a"
81,7,"r_dns_cname"
81,8,"r_cert"
81,142,"r_request_jump"
82,1,"r_dns_a"
82,3,"r_dns_a"
82,5,"r_dns_a"
82,7,"r_dns_cname"
82,8,"r_cert"
83,1,"r_dns_a"
83,3,"r_dns_a"
83,5,"r_dns_a"
83,7,"r_dns_cname"
83,8,"r_cert"
83,142,"r_request_jump"
85,7,"r_dns_cname"
85,8,"r_cert"
86,8,"r_cert"
88,7,"r_dns_cname"
88,8,"r_cert"
91,7,"r_dns_cname"
91,8,"r_cert"
94,7,"r_dns_cname"
94,8,"r_cert"
95,7,"r_dns_cname"
95,8,"r_cert"
97,1,"r_dns_a"
97,3,"r_dns_a"
97,5,"r_dns_a"
97,7,"r_dns_cname"
97,8,"r_cert"
98,8,"r_cert"
99,7,"r_dns_cname"
99,8,"r_cert"
102,7,"r_dns_cname"
102,8,"r_cert"
104,7,"r_dns_cname"
104,8,"r_cert"
105,8,"r_cert"
106,7,"r_dns_cname"
106,8,"r_cert"
107,8,"r_cert"
108,7,"r_dns_cname"
108,8,"r_cert"
109,8,"r_cert"
110,8,"r_cert"
111,7,"r_dns_cname"
111,8,"r_cert"
112,8,"r_cert"
113,7,"r_dns_cname"
113,8,"r_cert"
114,8,"r_cert"
115,8,"r_cert"
117,8,"r_cert"
118,1,"r_dns_a"
118,3,"r_dns_a"
118,5,"r_dns_a"
118,7,"r_dns_cname"
118,9,"r_cert"
118,142,"r_request_jump"
119,1,"r_dns_a"
119,3,"r_dns_a"
119,5,"r_dns_a"
119,7,"r_dns_cname"
119,9,"r_cert"
119,142,"r_request_jump"
121,1,"r_dns_a"
121,3,"r_dns_a"
121,5,"r_dns_a"
121,7,"r_dns_cname"
121,9,"r_cert"
121,142,"r_request_jump"
122,9,"r_cert"
123,9,"r_cert"
124,9,"r_cert"
125,1,"r_dns_a"
125,3,"r_dns_a"
125,5,"r_dns_a"
125,7,"r_dns_cname"
125,9,"r_cert"
125,142,"r_request_jump"
126,1,"r_dns_a"
126,3,"r_dns_a"
126,5,"r_dns_a"
126,7,"r_dns_cname"
126,9,"r_cert"
126,142,"r_request_jump"
128,9,"r_cert"
129,9,"r_cert"
130,9,"r_cert"
131,9,"r_cert"
132,1,"r_dns_a"
132,3,"r_dns_a"
132,5,"r_dns_a"
132,7,"r_dns_cname"
132,9,"r_cert"
132,142,"r_request_jump"
134,1,"r_dns_a"
134,3,"r_dns_a"
134,5,"r_dns_a"
134,7,"r_dns_cname"
134,9,"r_cert"
134,142,"r_request_jump"
135,1,"r_dns_a"
135,3,"r_dns_a"
135,5,"r_dns_a"
135,7,"r_dns_cname"
135,9,"r_cert"
135,142,"r_request_jump"
136,9,"r_cert"
137,1,"r_dns_a"
137,3,"r_dns_a"
137,5,"r_dns_a"
137,7,"r_dns_cname"
137,9,"r_cert"
137,142,"r_request_jump"
138,1,"r_dns_a"
138,3,"r_dns_a"
138,5,"r_dns_a"
138,7,"r_dns_cname"
138,9,"r_cert"
138,142,"r_request_jump"
140,9,"r_cert"
141,1,"r_dns_a"
141,3,"r_dns_a"
141,5,"r_dns_a"
141,7,"r_dns_cname"
141,9,"r_cert"
141,142,"r_request_jump"
143,7,"r_subdomain"
