source,target,relation
424,73,"r_dns_a"
424,573,"r_subdomain"
426,35,"r_dns_a"
426,36,"r_dns_a"
426,77,"r_dns_a"
426,235,"r_cert"
426,575,"r_subdomain"
427,576,"r_subdomain"
428,577,"r_subdomain"
429,214,"r_whois_phone"
429,215,"r_whois_phone"
429,5,"r_cert"
429,19,"r_dns_a"
429,20,"r_dns_a"
429,73,"r_dns_a"
429,205,"r_whois_name"
429,302,"r_whois_email"
429,578,"r_subdomain"
430,35,"r_dns_a"
430,36,"r_dns_a"
430,77,"r_dns_a"
430,124,"r_cert"
431,35,"r_dns_a"
431,36,"r_dns_a"
431,77,"r_dns_a"
431,240,"r_cert"
433,516,"r_request_jump"
434,516,"r_request_jump"
435,516,"r_request_jump"
436,516,"r_request_jump"
437,516,"r_request_jump"
438,516,"r_request_jump"
439,516,"r_request_jump"
440,516,"r_request_jump"
441,516,"r_request_jump"
442,516,"r_request_jump"
443,516,"r_request_jump"
444,516,"r_request_jump"
445,2,"r_cert"
445,47,"r_dns_a"
445,48,"r_dns_a"
445,63,"r_dns_a"
446,516,"r_request_jump"
447,516,"r_request_jump"
448,516,"r_request_jump"
449,516,"r_request_jump"
450,516,"r_request_jump"
451,516,"r_request_jump"
452,516,"r_request_jump"
453,516,"r_request_jump"
454,516,"r_request_jump"
455,516,"r_request_jump"
456,516,"r_request_jump"
457,516,"r_request_jump"
458,516,"r_request_jump"
459,516,"r_request_jump"
460,516,"r_request_jump"
461,516,"r_request_jump"
462,516,"r_request_jump"
463,47,"r_dns_a"
463,48,"r_dns_a"
463,63,"r_dns_a"
463,184,"r_cert"
463,516,"r_request_jump"
464,516,"r_request_jump"
465,516,"r_request_jump"
466,516,"r_request_jump"
467,516,"r_request_jump"
468,516,"r_request_jump"
469,567,"r_request_jump"
470,567,"r_request_jump"
472,6,"r_cert"
472,47,"r_dns_a"
472,48,"r_dns_a"
472,63,"r_dns_a"
473,35,"r_dns_a"
473,36,"r_dns_a"
473,77,"r_dns_a"
473,261,"r_cert"
474,19,"r_dns_a"
474,20,"r_dns_a"
474,73,"r_dns_a"
474,233,"r_cert"
474,471,"r_request_jump"
475,47,"r_dns_a"
475,48,"r_dns_a"
475,63,"r_dns_a"
475,174,"r_cert"
477,40,"r_dns_a"
477,42,"r_dns_a"
477,69,"r_dns_a"
477,189,"r_whois_name"
476,477,"r_dns_cname"
478,47,"r_dns_a"
478,48,"r_dns_a"
478,63,"r_dns_a"
479,218,"r_whois_phone"
479,47,"r_dns_a"
479,48,"r_dns_a"
479,63,"r_dns_a"
479,197,"r_whois_name"
479,421,"r_whois_email"
480,47,"r_dns_a"
480,48,"r_dns_a"
480,63,"r_dns_a"
480,232,"r_cert"
481,47,"r_dns_a"
481,48,"r_dns_a"
481,63,"r_dns_a"
481,161,"r_cert"
481,263,"r_request_jump"
482,217,"r_whois_phone"
482,35,"r_dns_a"
482,36,"r_dns_a"
482,77,"r_dns_a"
482,190,"r_whois_name"
482,243,"r_whois_email"
482,390,"r_whois_email"
482,415,"r_whois_email"
483,223,"r_whois_phone"
483,47,"r_dns_a"
483,48,"r_dns_a"
483,63,"r_dns_a"
483,202,"r_whois_name"
483,256,"r_cert"
483,412,"r_whois_email"
484,19,"r_dns_a"
484,20,"r_dns_a"
484,73,"r_dns_a"
484,171,"r_cert"
484,267,"r_request_jump"
485,35,"r_dns_a"
485,36,"r_dns_a"
485,77,"r_dns_a"
486,572,"r_request_jump"
487,572,"r_request_jump"
488,572,"r_request_jump"
489,211,"r_whois_phone"
489,47,"r_dns_a"
489,48,"r_dns_a"
489,63,"r_dns_a"
489,135,"r_cert"
489,193,"r_whois_name"
489,244,"r_whois_email"
489,320,"r_request_jump"
490,19,"r_dns_a"
490,20,"r_dns_a"
490,73,"r_dns_a"
490,251,"r_cert"
491,40,"r_dns_a"
491,42,"r_dns_a"
491,69,"r_dns_a"
491,134,"r_cert"
492,35,"r_dns_a"
492,36,"r_dns_a"
492,77,"r_dns_a"
492,154,"r_cert"
492,285,"r_request_jump"
493,210,"r_whois_phone"
493,19,"r_dns_a"
493,20,"r_dns_a"
493,73,"r_dns_a"
493,203,"r_whois_name"
494,572,"r_request_jump"
495,40,"r_dns_a"
495,42,"r_dns_a"
495,69,"r_dns_a"
495,231,"r_cert"
495,572,"r_request_jump"
497,19,"r_dns_a"
497,20,"r_dns_a"
497,73,"r_dns_a"
498,225,"r_whois_phone"
498,35,"r_dns_a"
498,36,"r_dns_a"
498,77,"r_dns_a"
498,192,"r_whois_name"
498,297,"r_cert"
498,304,"r_request_jump"
498,358,"r_whois_email"
499,19,"r_dns_a"
499,20,"r_dns_a"
499,73,"r_dns_a"
499,173,"r_cert"
499,194,"r_whois_name"
499,323,"r_whois_email"
500,35,"r_dns_a"
500,36,"r_dns_a"
500,77,"r_dns_a"
500,169,"r_cert"
500,313,"r_request_jump"
500,314,"r_whois_email"
500,315,"r_whois_email"
500,316,"r_whois_email"
501,19,"r_dns_a"
501,20,"r_dns_a"
501,73,"r_dns_a"
503,572,"r_request_jump"
505,572,"r_request_jump"
506,19,"r_dns_a"
506,20,"r_dns_a"
506,73,"r_dns_a"
507,47,"r_dns_a"
507,48,"r_dns_a"
507,63,"r_dns_a"
507,116,"r_cert"
508,47,"r_dns_a"
508,48,"r_dns_a"
508,63,"r_dns_a"
509,206,"r_whois_phone"
509,19,"r_dns_a"
509,20,"r_dns_a"
509,73,"r_dns_a"
509,191,"r_whois_name"
509,382,"r_whois_email"
510,47,"r_dns_a"
510,48,"r_dns_a"
510,63,"r_dns_a"
510,125,"r_cert"
511,35,"r_dns_a"
511,36,"r_dns_a"
511,77,"r_dns_a"
511,159,"r_cert"
512,19,"r_dns_a"
512,20,"r_dns_a"
512,73,"r_dns_a"
512,227,"r_cert"
514,572,"r_request_jump"
515,572,"r_request_jump"
516,11,"r_dns_a"
516,13,"r_dns_a"
516,35,"r_dns_a"
516,36,"r_dns_a"
516,77,"r_dns_a"
516,130,"r_cert"
516,572,"r_request_jump"
517,40,"r_dns_a"
517,42,"r_dns_a"
517,69,"r_dns_a"
518,40,"r_dns_a"
518,42,"r_dns_a"
518,69,"r_dns_a"
518,295,"r_cert"
518,337,"r_request_jump"
519,220,"r_whois_phone"
519,221,"r_whois_phone"
519,35,"r_dns_a"
519,36,"r_dns_a"
519,77,"r_dns_a"
519,195,"r_whois_name"
519,586,"r_whois_email"
520,47,"r_dns_a"
520,48,"r_dns_a"
520,63,"r_dns_a"
520,287,"r_cert"
521,207,"r_whois_phone"
521,40,"r_dns_a"
521,42,"r_dns_a"
521,69,"r_dns_a"
521,201,"r_whois_name"
521,344,"r_whois_email"
522,35,"r_dns_a"
522,36,"r_dns_a"
522,77,"r_dns_a"
522,145,"r_cert"
522,345,"r_request_jump"
523,40,"r_dns_a"
523,42,"r_dns_a"
523,69,"r_dns_a"
523,122,"r_cert"
523,351,"r_request_jump"
524,572,"r_request_jump"
525,572,"r_request_jump"
526,47,"r_dns_a"
526,48,"r_dns_a"
526,63,"r_dns_a"
526,149,"r_cert"
526,247,"r_request_jump"
527,219,"r_whois_phone"
527,40,"r_dns_a"
527,42,"r_dns_a"
527,69,"r_dns_a"
527,165,"r_cert"
527,204,"r_whois_name"
527,374,"r_whois_email"
528,47,"r_dns_a"
528,48,"r_dns_a"
528,63,"r_dns_a"
528,303,"r_cert"
530,40,"r_dns_a"
530,42,"r_dns_a"
530,59,"r_cert"
530,69,"r_dns_a"
530,360,"r_request_jump"
531,213,"r_whois_phone"
531,35,"r_dns_a"
531,36,"r_dns_a"
531,77,"r_dns_a"
531,87,"r_whois_email"
531,153,"r_cert"
531,273,"r_whois_name"
532,572,"r_request_jump"
534,35,"r_dns_a"
534,36,"r_dns_a"
534,77,"r_dns_a"
534,189,"r_whois_name"
533,214,"r_whois_phone"
533,215,"r_whois_phone"
533,35,"r_dns_a"
533,36,"r_dns_a"
533,77,"r_dns_a"
533,205,"r_whois_name"
533,272,"r_cert"
533,299,"r_whois_email"
533,534,"r_dns_cname"
535,19,"r_dns_a"
535,20,"r_dns_a"
535,73,"r_dns_a"
535,186,"r_cert"
535,338,"r_request_jump"
535,425,"r_request_jump"
536,19,"r_dns_a"
536,20,"r_dns_a"
536,73,"r_dns_a"
537,40,"r_dns_a"
537,42,"r_dns_a"
537,69,"r_dns_a"
537,318,"r_cert"
538,572,"r_request_jump"
539,19,"r_dns_a"
539,20,"r_dns_a"
539,73,"r_dns_a"
539,140,"r_cert"
539,369,"r_request_jump"
540,40,"r_dns_a"
540,42,"r_dns_a"
540,69,"r_dns_a"
540,252,"r_cert"
541,208,"r_whois_phone"
541,19,"r_dns_a"
541,20,"r_dns_a"
541,73,"r_dns_a"
541,91,"r_whois_phone"
541,196,"r_whois_name"
541,311,"r_cert"
541,371,"r_request_jump"
541,373,"r_whois_email"
542,47,"r_dns_a"
542,48,"r_dns_a"
542,63,"r_dns_a"
542,170,"r_cert"
542,543,"r_dns_cname"
544,35,"r_dns_a"
544,36,"r_dns_a"
544,77,"r_dns_a"
544,230,"r_cert"
545,47,"r_dns_a"
545,48,"r_dns_a"
545,63,"r_dns_a"
545,239,"r_cert"
545,288,"r_request_jump"
546,572,"r_request_jump"
547,206,"r_whois_phone"
547,19,"r_dns_a"
547,20,"r_dns_a"
547,73,"r_dns_a"
547,178,"r_cert"
547,191,"r_whois_name"
547,381,"r_whois_email"
548,35,"r_dns_a"
548,36,"r_dns_a"
548,77,"r_dns_a"
549,346,"r_request_jump"
550,1,"r_cert"
550,47,"r_dns_a"
550,48,"r_dns_a"
550,63,"r_dns_a"
551,222,"r_whois_phone"
551,40,"r_dns_a"
551,42,"r_dns_a"
551,69,"r_dns_a"
551,148,"r_whois_email"
551,271,"r_cert"
551,413,"r_whois_name"
552,4,"r_cert"
552,47,"r_dns_a"
552,48,"r_dns_a"
552,63,"r_dns_a"
553,40,"r_dns_a"
553,42,"r_dns_a"
553,69,"r_dns_a"
553,139,"r_cert"
553,199,"r_whois_phone"
554,206,"r_whois_phone"
554,40,"r_dns_a"
554,42,"r_dns_a"
554,69,"r_dns_a"
554,180,"r_cert"
554,191,"r_whois_name"
554,378,"r_whois_email"
555,35,"r_dns_a"
555,36,"r_dns_a"
555,77,"r_dns_a"
555,254,"r_cert"
556,40,"r_dns_a"
556,42,"r_dns_a"
556,69,"r_dns_a"
556,283,"r_cert"
557,572,"r_request_jump"
558,40,"r_dns_a"
558,42,"r_dns_a"
558,69,"r_dns_a"
558,156,"r_cert"
559,209,"r_whois_phone"
559,35,"r_dns_a"
559,36,"r_dns_a"
559,77,"r_dns_a"
559,190,"r_whois_name"
559,253,"r_cert"
559,277,"r_whois_email"
560,19,"r_dns_a"
560,20,"r_dns_a"
560,73,"r_dns_a"
560,127,"r_cert"
561,206,"r_whois_phone"
561,35,"r_dns_a"
561,36,"r_dns_a"
561,77,"r_dns_a"
561,191,"r_whois_name"
561,377,"r_whois_email"
562,35,"r_dns_a"
562,36,"r_dns_a"
562,77,"r_dns_a"
562,312,"r_cert"
563,214,"r_whois_phone"
563,215,"r_whois_phone"
563,19,"r_dns_a"
563,20,"r_dns_a"
563,73,"r_dns_a"
563,181,"r_whois_email"
563,205,"r_whois_name"
563,257,"r_cert"
563,564,"r_dns_cname"
565,214,"r_whois_phone"
565,215,"r_whois_phone"
565,19,"r_dns_a"
565,20,"r_dns_a"
565,73,"r_dns_a"
565,85,"r_whois_email"
565,205,"r_whois_name"
565,292,"r_cert"
565,410,"r_request_jump"
566,35,"r_dns_a"
566,36,"r_dns_a"
566,77,"r_dns_a"
566,229,"r_cert"
568,47,"r_dns_a"
568,48,"r_dns_a"
568,63,"r_dns_a"
568,189,"r_whois_name"
567,47,"r_dns_a"
567,48,"r_dns_a"
567,63,"r_dns_a"
567,158,"r_cert"
567,568,"r_dns_cname"
569,216,"r_whois_phone"
569,19,"r_dns_a"
569,20,"r_dns_a"
569,73,"r_dns_a"
569,198,"r_whois_name"
569,289,"r_whois_email"
569,301,"r_cert"
569,420,"r_request_jump"
570,572,"r_request_jump"
571,572,"r_request_jump"
572,12,"r_dns_a"
572,14,"r_dns_a"
572,270,"r_cert"
573,19,"r_dns_a"
573,20,"r_dns_a"
573,73,"r_dns_a"
574,572,"r_request_jump"
576,214,"r_whois_phone"
576,215,"r_whois_phone"
576,19,"r_dns_a"
576,20,"r_dns_a"
576,73,"r_dns_a"
576,126,"r_whois_email"
576,152,"r_cert"
576,205,"r_whois_name"
577,47,"r_dns_a"
577,48,"r_dns_a"
577,63,"r_dns_a"
577,226,"r_cert"
578,214,"r_whois_phone"
578,215,"r_whois_phone"
578,5,"r_cert"
578,19,"r_dns_a"
578,20,"r_dns_a"
578,73,"r_dns_a"
578,205,"r_whois_name"
578,302,"r_whois_email"
579,19,"r_dns_a"
579,20,"r_dns_a"
579,73,"r_dns_a"
579,293,"r_cert"
580,572,"r_request_jump"
581,572,"r_request_jump"
582,572,"r_request_jump"
583,40,"r_dns_a"
583,42,"r_dns_a"
583,69,"r_dns_a"
583,175,"r_cert"
584,579,"r_subdomain"
585,206,"r_whois_phone"
585,35,"r_dns_a"
585,36,"r_dns_a"
585,77,"r_dns_a"
585,191,"r_whois_name"
