source,target,relation
216,294,"r_subdomain"
217,205,"r_whois_phone"
217,4,"r_dns_a"
217,4,"r_dns_a"
217,139,"r_whois_email"
217,195,"r_whois_name"
217,295,"r_subdomain"
218,205,"r_whois_phone"
218,3,"r_dns_a"
218,3,"r_dns_a"
218,139,"r_whois_email"
218,195,"r_whois_name"
218,296,"r_subdomain"
219,205,"r_whois_phone"
219,19,"r_dns_a"
219,19,"r_dns_a"
219,139,"r_whois_email"
219,195,"r_whois_name"
219,297,"r_subdomain"
220,205,"r_whois_phone"
220,11,"r_dns_a"
220,11,"r_dns_a"
220,139,"r_whois_email"
220,195,"r_whois_name"
220,298,"r_subdomain"
221,205,"r_whois_phone"
221,8,"r_dns_a"
221,8,"r_dns_a"
221,139,"r_whois_email"
221,195,"r_whois_name"
221,299,"r_subdomain"
222,300,"r_subdomain"
223,45,"r_dns_a"
223,249,"r_cert"
224,23,"r_dns_a"
224,192,"r_cert"
224,302,"r_subdomain"
225,70,"r_dns_a"
225,249,"r_cert"
226,203,"r_whois_phone"
226,23,"r_dns_a"
226,23,"r_dns_a"
226,139,"r_whois_email"
226,192,"r_cert"
226,196,"r_whois_name"
226,303,"r_subdomain"
227,39,"r_dns_a"
227,249,"r_cert"
228,142,"r_dns_a"
228,249,"r_cert"
229,145,"r_dns_a"
229,249,"r_cert"
230,144,"r_dns_a"
230,249,"r_cert"
231,140,"r_dns_cname"
232,63,"r_dns_a"
232,249,"r_cert"
233,140,"r_dns_cname"
234,140,"r_dns_cname"
235,246,"r_request_jump"
235,248,"r_cert"
236,76,"r_dns_a"
236,76,"r_dns_a"
236,95,"r_dns_cname"
236,249,"r_cert"
236,309,"r_subdomain"
238,111,"r_dns_a"
238,249,"r_cert"
239,122,"r_dns_a"
239,249,"r_cert"
240,88,"r_dns_cname"
240,123,"r_dns_a"
240,123,"r_dns_a"
240,249,"r_cert"
240,312,"r_subdomain"
241,205,"r_whois_phone"
241,6,"r_dns_a"
241,6,"r_dns_a"
241,139,"r_whois_email"
241,195,"r_whois_name"
241,313,"r_subdomain"
242,67,"r_dns_a"
242,249,"r_cert"
243,205,"r_whois_phone"
243,5,"r_dns_a"
243,5,"r_dns_a"
243,139,"r_whois_email"
243,195,"r_whois_name"
243,314,"r_subdomain"
244,205,"r_whois_phone"
244,22,"r_dns_a"
244,22,"r_dns_a"
244,139,"r_whois_email"
244,195,"r_whois_name"
244,315,"r_subdomain"
246,92,"r_dns_a"
246,92,"r_dns_a"
246,109,"r_whois_phone"
246,194,"r_whois_name"
246,235,"r_dns_cname"
246,237,"r_whois_email"
246,248,"r_cert"
247,205,"r_whois_phone"
247,92,"r_dns_a"
247,92,"r_dns_a"
247,139,"r_whois_email"
247,195,"r_whois_name"
247,246,"r_dns_cname"
247,248,"r_cert"
247,316,"r_subdomain"
248,245,"r_certchain"
250,41,"r_dns_a"
250,249,"r_cert"
251,205,"r_whois_phone"
251,7,"r_dns_a"
251,7,"r_dns_a"
251,139,"r_whois_email"
251,195,"r_whois_name"
251,299,"r_request_jump"
251,317,"r_subdomain"
252,205,"r_whois_phone"
252,12,"r_dns_a"
252,12,"r_dns_a"
252,139,"r_whois_email"
252,195,"r_whois_name"
252,318,"r_subdomain"
253,205,"r_whois_phone"
253,17,"r_dns_a"
253,17,"r_dns_a"
253,139,"r_whois_email"
253,195,"r_whois_name"
253,319,"r_subdomain"
254,36,"r_dns_a"
254,249,"r_cert"
255,14,"r_dns_a"
255,249,"r_cert"
256,16,"r_dns_a"
256,249,"r_cert"
257,200,"r_whois_phone"
257,23,"r_dns_a"
257,23,"r_dns_a"
257,74,"r_whois_email"
257,192,"r_cert"
257,280,"r_whois_name"
257,321,"r_subdomain"
258,66,"r_dns_a"
258,249,"r_cert"
259,323,"r_subdomain"
260,324,"r_subdomain"
261,206,"r_whois_phone"
261,21,"r_dns_a"
261,139,"r_whois_email"
261,197,"r_whois_name"
261,325,"r_subdomain"
262,205,"r_whois_phone"
262,71,"r_dns_a"
262,136,"r_dns_cname"
262,139,"r_whois_email"
262,195,"r_whois_name"
262,249,"r_cert"
262,326,"r_subdomain"
263,327,"r_subdomain"
264,140,"r_subdomain"
265,140,"r_dns_cname"
265,249,"r_cert"
266,205,"r_whois_phone"
266,134,"r_dns_a"
266,139,"r_whois_email"
266,195,"r_whois_name"
266,330,"r_subdomain"
267,140,"r_dns_cname"
269,140,"r_dns_cname"
270,205,"r_whois_phone"
270,139,"r_whois_email"
270,154,"r_dns_a"
270,195,"r_whois_name"
270,333,"r_subdomain"
271,140,"r_dns_cname"
272,140,"r_dns_cname"
273,249,"r_cert"
274,205,"r_whois_phone"
274,73,"r_dns_a"
274,139,"r_whois_email"
274,195,"r_whois_name"
274,336,"r_subdomain"
276,205,"r_whois_phone"
276,78,"r_dns_a"
276,139,"r_whois_email"
276,195,"r_whois_name"
276,338,"r_subdomain"
277,249,"r_cert"
278,246,"r_subdomain"
279,339,"r_subdomain"
282,205,"r_whois_phone"
282,130,"r_dns_a"
282,139,"r_whois_email"
282,195,"r_whois_name"
282,340,"r_subdomain"
283,136,"r_subdomain"
284,201,"r_whois_phone"
284,23,"r_dns_a"
284,108,"r_whois_email"
284,192,"r_cert"
284,198,"r_whois_name"
285,201,"r_whois_phone"
285,23,"r_dns_a"
285,128,"r_whois_email"
285,192,"r_cert"
285,198,"r_whois_name"
286,23,"r_dns_a"
286,192,"r_cert"
287,205,"r_whois_phone"
287,10,"r_dns_a"
287,139,"r_whois_email"
287,195,"r_whois_name"
288,205,"r_whois_phone"
288,18,"r_dns_a"
288,139,"r_whois_email"
288,195,"r_whois_name"
289,205,"r_whois_phone"
289,133,"r_dns_a"
289,139,"r_whois_email"
289,195,"r_whois_name"
290,246,"r_request_jump"
291,140,"r_dns_cname"
292,205,"r_whois_phone"
292,132,"r_dns_a"
292,139,"r_whois_email"
292,195,"r_whois_name"
293,202,"r_whois_phone"
293,23,"r_dns_a"
293,192,"r_cert"
293,194,"r_whois_name"
293,210,"r_whois_email"
293,268,"r_whois_email"
293,275,"r_whois_email"
294,205,"r_whois_phone"
294,20,"r_dns_a"
294,139,"r_whois_email"
294,195,"r_whois_name"
295,205,"r_whois_phone"
295,4,"r_dns_a"
295,139,"r_whois_email"
295,195,"r_whois_name"
296,205,"r_whois_phone"
296,3,"r_dns_a"
296,139,"r_whois_email"
296,195,"r_whois_name"
297,205,"r_whois_phone"
297,19,"r_dns_a"
297,139,"r_whois_email"
297,195,"r_whois_name"
298,205,"r_whois_phone"
298,11,"r_dns_a"
298,139,"r_whois_email"
298,195,"r_whois_name"
299,205,"r_whois_phone"
299,8,"r_dns_a"
299,139,"r_whois_email"
299,195,"r_whois_name"
300,23,"r_dns_a"
300,192,"r_cert"
301,249,"r_cert"
302,23,"r_dns_a"
302,192,"r_cert"
303,203,"r_whois_phone"
303,23,"r_dns_a"
303,139,"r_whois_email"
303,192,"r_cert"
303,196,"r_whois_name"
304,249,"r_cert"
305,249,"r_cert"
306,140,"r_dns_cname"
307,140,"r_dns_cname"
308,140,"r_dns_cname"
310,249,"r_cert"
311,249,"r_cert"
312,249,"r_cert"
313,205,"r_whois_phone"
313,6,"r_dns_a"
313,139,"r_whois_email"
313,195,"r_whois_name"
314,205,"r_whois_phone"
314,5,"r_dns_a"
314,139,"r_whois_email"
314,195,"r_whois_name"
315,205,"r_whois_phone"
315,22,"r_dns_a"
315,139,"r_whois_email"
315,195,"r_whois_name"
316,205,"r_whois_phone"
316,92,"r_dns_a"
316,139,"r_whois_email"
316,195,"r_whois_name"
316,246,"r_dns_cname"
316,248,"r_cert"
317,205,"r_whois_phone"
317,7,"r_dns_a"
317,139,"r_whois_email"
317,195,"r_whois_name"
318,205,"r_whois_phone"
318,12,"r_dns_a"
318,139,"r_whois_email"
318,195,"r_whois_name"
319,205,"r_whois_phone"
319,17,"r_dns_a"
319,139,"r_whois_email"
319,195,"r_whois_name"
320,249,"r_cert"
321,200,"r_whois_phone"
321,23,"r_dns_a"
321,74,"r_whois_email"
321,192,"r_cert"
321,280,"r_whois_name"
322,249,"r_cert"
323,23,"r_dns_a"
323,192,"r_cert"
324,23,"r_dns_a"
324,192,"r_cert"
325,206,"r_whois_phone"
325,21,"r_dns_a"
325,139,"r_whois_email"
325,197,"r_whois_name"
326,205,"r_whois_phone"
326,71,"r_dns_a"
326,136,"r_dns_cname"
326,139,"r_whois_email"
326,195,"r_whois_name"
326,249,"r_cert"
327,192,"r_cert"
328,246,"r_request_jump"
328,248,"r_cert"
329,140,"r_dns_cname"
329,249,"r_cert"
330,205,"r_whois_phone"
330,134,"r_dns_a"
330,139,"r_whois_email"
330,195,"r_whois_name"
331,140,"r_dns_cname"
332,140,"r_dns_cname"
333,205,"r_whois_phone"
333,139,"r_whois_email"
333,154,"r_dns_a"
333,195,"r_whois_name"
334,140,"r_dns_cname"
335,140,"r_dns_cname"
336,205,"r_whois_phone"
336,73,"r_dns_a"
336,139,"r_whois_email"
336,195,"r_whois_name"
337,249,"r_cert"
338,205,"r_whois_phone"
338,78,"r_dns_a"
338,139,"r_whois_email"
338,195,"r_whois_name"
339,23,"r_dns_a"
339,192,"r_cert"
340,205,"r_whois_phone"
340,130,"r_dns_a"
340,139,"r_whois_email"
340,195,"r_whois_name"
341,205,"r_whois_phone"
341,77,"r_dns_a"
341,139,"r_whois_email"
341,195,"r_whois_name"
342,249,"r_cert"
343,23,"r_dns_a"
343,192,"r_cert"
344,249,"r_cert"
345,23,"r_dns_a"
345,192,"r_cert"
346,249,"r_cert"
347,23,"r_dns_a"
347,192,"r_cert"
348,205,"r_whois_phone"
348,135,"r_dns_a"
348,139,"r_whois_email"
348,195,"r_whois_name"
349,249,"r_cert"
350,249,"r_cert"
351,192,"r_cert"
352,249,"r_cert"
353,205,"r_whois_phone"
353,73,"r_dns_a"
353,139,"r_whois_email"
353,195,"r_whois_name"
354,205,"r_whois_phone"
354,2,"r_dns_a"
354,139,"r_whois_email"
354,195,"r_whois_name"
355,205,"r_whois_phone"
355,131,"r_dns_a"
355,139,"r_whois_email"
355,195,"r_whois_name"
356,205,"r_whois_phone"
356,77,"r_dns_a"
356,139,"r_whois_email"
356,195,"r_whois_name"
356,341,"r_subdomain"
357,249,"r_cert"
358,23,"r_dns_a"
358,192,"r_cert"
358,343,"r_subdomain"
359,23,"r_dns_a"
359,192,"r_cert"
359,345,"r_subdomain"
360,23,"r_dns_a"
360,192,"r_cert"
360,347,"r_subdomain"
361,205,"r_whois_phone"
361,135,"r_dns_a"
361,139,"r_whois_email"
361,195,"r_whois_name"
361,348,"r_subdomain"
362,249,"r_cert"
363,249,"r_cert"
364,192,"r_cert"
364,351,"r_subdomain"
365,205,"r_whois_phone"
365,73,"r_dns_a"
365,139,"r_whois_email"
365,195,"r_whois_name"
365,353,"r_subdomain"
366,205,"r_whois_phone"
366,2,"r_dns_a"
366,139,"r_whois_email"
366,195,"r_whois_name"
366,354,"r_subdomain"
367,205,"r_whois_phone"
367,131,"r_dns_a"
367,139,"r_whois_email"
367,195,"r_whois_name"
367,355,"r_subdomain"
