source,target,relation
61,4,"r_dns_a"
61,149,"r_cert"
61,220,"r_subdomain"
62,4,"r_dns_a"
62,149,"r_cert"
62,221,"r_subdomain"
63,149,"r_cert"
63,222,"r_subdomain"
64,149,"r_cert"
64,223,"r_subdomain"
65,149,"r_cert"
65,224,"r_subdomain"
66,4,"r_dns_a"
66,149,"r_cert"
67,149,"r_cert"
67,225,"r_subdomain"
68,149,"r_cert"
68,226,"r_subdomain"
69,149,"r_cert"
69,227,"r_subdomain"
70,149,"r_cert"
70,228,"r_subdomain"
71,104,"r_cert"
71,229,"r_subdomain"
72,4,"r_dns_a"
72,104,"r_cert"
72,230,"r_subdomain"
73,104,"r_cert"
73,231,"r_subdomain"
74,104,"r_cert"
74,232,"r_subdomain"
75,104,"r_cert"
75,233,"r_subdomain"
76,104,"r_cert"
76,234,"r_subdomain"
77,104,"r_cert"
77,235,"r_subdomain"
78,153,"r_dns_cname"
79,4,"r_dns_a"
79,104,"r_cert"
79,237,"r_subdomain"
80,146,"r_cert"
80,238,"r_subdomain"
81,104,"r_cert"
81,239,"r_subdomain"
82,146,"r_cert"
82,240,"r_subdomain"
83,4,"r_dns_a"
83,104,"r_cert"
83,241,"r_subdomain"
84,104,"r_cert"
84,242,"r_subdomain"
85,104,"r_cert"
85,243,"r_subdomain"
86,4,"r_dns_a"
86,4,"r_dns_a"
86,104,"r_cert"
86,153,"r_dns_cname"
86,244,"r_subdomain"
87,4,"r_dns_a"
87,104,"r_cert"
87,245,"r_subdomain"
88,146,"r_cert"
88,246,"r_subdomain"
89,144,"r_cert"
90,4,"r_dns_a"
90,144,"r_cert"
90,247,"r_subdomain"
91,4,"r_dns_a"
91,144,"r_cert"
91,248,"r_subdomain"
92,144,"r_cert"
92,249,"r_subdomain"
93,144,"r_cert"
93,250,"r_subdomain"
94,4,"r_dns_a"
94,144,"r_cert"
94,251,"r_subdomain"
95,144,"r_cert"
95,252,"r_subdomain"
96,4,"r_dns_a"
96,144,"r_cert"
96,253,"r_subdomain"
97,4,"r_dns_a"
97,148,"r_cert"
97,254,"r_subdomain"
98,4,"r_dns_a"
98,148,"r_cert"
98,255,"r_subdomain"
99,146,"r_cert"
99,256,"r_subdomain"
100,4,"r_dns_a"
100,148,"r_cert"
100,257,"r_subdomain"
101,4,"r_dns_a"
101,148,"r_cert"
101,258,"r_subdomain"
102,23,"r_dns_a"
102,148,"r_cert"
103,146,"r_cert"
105,146,"r_cert"
105,259,"r_subdomain"
106,146,"r_cert"
106,260,"r_subdomain"
107,4,"r_dns_a"
107,146,"r_cert"
107,261,"r_subdomain"
108,146,"r_cert"
108,262,"r_subdomain"
109,146,"r_cert"
109,263,"r_subdomain"
110,146,"r_cert"
110,264,"r_subdomain"
111,146,"r_cert"
111,265,"r_subdomain"
112,4,"r_dns_a"
112,146,"r_cert"
112,266,"r_subdomain"
113,146,"r_cert"
113,267,"r_subdomain"
114,153,"r_dns_cname"
115,146,"r_cert"
115,269,"r_subdomain"
116,146,"r_cert"
116,270,"r_subdomain"
117,146,"r_cert"
117,271,"r_subdomain"
118,146,"r_cert"
118,272,"r_subdomain"
119,146,"r_cert"
119,273,"r_subdomain"
120,146,"r_cert"
120,274,"r_subdomain"
121,146,"r_cert"
121,275,"r_subdomain"
122,146,"r_cert"
122,276,"r_subdomain"
123,146,"r_cert"
123,277,"r_subdomain"
124,146,"r_cert"
124,278,"r_subdomain"
125,146,"r_cert"
125,279,"r_subdomain"
126,146,"r_cert"
126,280,"r_subdomain"
127,146,"r_cert"
127,281,"r_subdomain"
128,146,"r_cert"
128,282,"r_subdomain"
129,153,"r_dns_cname"
129,283,"r_subdomain"
130,146,"r_cert"
130,284,"r_subdomain"
131,146,"r_cert"
131,285,"r_subdomain"
133,4,"r_dns_a"
133,146,"r_cert"
133,153,"r_dns_cname"
133,286,"r_subdomain"
134,4,"r_dns_a"
134,146,"r_cert"
134,287,"r_subdomain"
135,146,"r_cert"
135,288,"r_subdomain"
136,4,"r_dns_a"
136,146,"r_cert"
136,289,"r_subdomain"
137,4,"r_dns_a"
137,146,"r_cert"
137,290,"r_subdomain"
138,4,"r_dns_a"
138,146,"r_cert"
138,153,"r_dns_cname"
138,291,"r_subdomain"
139,146,"r_cert"
139,292,"r_subdomain"
140,4,"r_dns_a"
140,146,"r_cert"
141,146,"r_cert"
141,293,"r_subdomain"
142,4,"r_dns_a"
142,146,"r_cert"
142,153,"r_dns_cname"
142,294,"r_subdomain"
143,146,"r_cert"
143,295,"r_subdomain"
144,132,"r_certchain"
145,146,"r_cert"
145,296,"r_subdomain"
147,146,"r_cert"
147,297,"r_subdomain"
148,132,"r_certchain"
149,132,"r_certchain"
150,146,"r_cert"
150,298,"r_subdomain"
151,146,"r_cert"
151,299,"r_subdomain"
152,146,"r_cert"
152,300,"r_subdomain"
153,146,"r_cert"
154,23,"r_dns_a"
154,104,"r_cert"
155,23,"r_dns_a"
155,23,"r_dns_a"
155,104,"r_cert"
157,153,"r_subdomain"
157,154,"r_subdomain"
157,155,"r_subdomain"
158,146,"r_cert"
159,146,"r_cert"
160,4,"r_dns_a"
160,146,"r_cert"
160,153,"r_dns_cname"
161,146,"r_cert"
162,104,"r_cert"
163,104,"r_cert"
164,104,"r_cert"
165,104,"r_cert"
166,104,"r_cert"
167,104,"r_cert"
167,156,"r_request_jump"
168,104,"r_cert"
169,104,"r_cert"
170,23,"r_dns_a"
170,104,"r_cert"
170,155,"r_dns_cname"
171,104,"r_cert"
172,104,"r_cert"
173,23,"r_dns_a"
173,104,"r_cert"
173,155,"r_dns_cname"
174,146,"r_cert"
175,146,"r_cert"
176,146,"r_cert"
177,146,"r_cert"
178,146,"r_cert"
179,146,"r_cert"
180,146,"r_cert"
181,146,"r_cert"
182,146,"r_cert"
184,146,"r_cert"
185,4,"r_dns_a"
185,146,"r_cert"
185,153,"r_dns_cname"
187,146,"r_cert"
188,146,"r_cert"
189,146,"r_cert"
190,146,"r_cert"
191,104,"r_cert"
192,104,"r_cert"
193,104,"r_cert"
193,156,"r_request_jump"
194,104,"r_cert"
195,104,"r_cert"
196,23,"r_dns_a"
196,104,"r_cert"
196,155,"r_dns_cname"
197,104,"r_cert"
198,104,"r_cert"
199,104,"r_cert"
199,156,"r_request_jump"
200,104,"r_cert"
201,104,"r_cert"
202,104,"r_cert"
203,104,"r_cert"
203,156,"r_request_jump"
204,104,"r_cert"
205,104,"r_cert"
206,104,"r_cert"
207,104,"r_cert"
208,104,"r_cert"
209,104,"r_cert"
210,104,"r_cert"
211,104,"r_cert"
212,146,"r_cert"
213,146,"r_cert"
214,104,"r_cert"
215,146,"r_cert"
216,146,"r_cert"
221,146,"r_cert"
222,146,"r_cert"
223,146,"r_cert"
224,146,"r_cert"
225,146,"r_cert"
229,146,"r_cert"
231,146,"r_cert"
232,146,"r_cert"
233,146,"r_cert"
234,146,"r_cert"
235,146,"r_cert"
236,153,"r_dns_cname"
237,146,"r_cert"
238,146,"r_cert"
239,146,"r_cert"
240,146,"r_cert"
241,146,"r_cert"
242,146,"r_cert"
243,146,"r_cert"
244,4,"r_dns_a"
244,146,"r_cert"
244,153,"r_dns_cname"
245,146,"r_cert"
246,146,"r_cert"
247,146,"r_cert"
248,146,"r_cert"
249,146,"r_cert"
250,146,"r_cert"
251,146,"r_cert"
252,146,"r_cert"
254,148,"r_cert"
255,146,"r_cert"
256,146,"r_cert"
257,146,"r_cert"
258,146,"r_cert"
259,146,"r_cert"
260,146,"r_cert"
261,146,"r_cert"
262,146,"r_cert"
263,146,"r_cert"
264,146,"r_cert"
265,146,"r_cert"
266,104,"r_cert"
267,104,"r_cert"
268,104,"r_cert"
269,104,"r_cert"
270,146,"r_cert"
271,146,"r_cert"
272,146,"r_cert"
273,146,"r_cert"
275,104,"r_cert"
276,104,"r_cert"
277,104,"r_cert"
278,104,"r_cert"
279,146,"r_cert"
280,146,"r_cert"
281,146,"r_cert"
282,146,"r_cert"
283,146,"r_cert"
284,146,"r_cert"
285,146,"r_cert"
286,4,"r_dns_a"
286,146,"r_cert"
286,153,"r_dns_cname"
287,146,"r_cert"
288,104,"r_cert"
289,104,"r_cert"
290,104,"r_cert"
291,153,"r_dns_cname"
292,146,"r_cert"
293,146,"r_cert"
294,153,"r_dns_cname"
295,104,"r_cert"
296,146,"r_cert"
297,146,"r_cert"
298,104,"r_cert"
299,104,"r_cert"
300,104,"r_cert"
